       1,     0.000000000,     0.035000000,     0.000000000
       2,     0.004375000,     0.035000000,     0.000000000
       3,     0.008750000,     0.035000000,     0.000000000
       4,     0.013125000,     0.035000000,     0.000000000
       5,     0.017500000,     0.035000000,     0.000000000
       6,     0.021875000,     0.035000000,     0.000000000
       7,     0.026250000,     0.035000000,     0.000000000
       8,     0.030625000,     0.035000000,     0.000000000
       9,     0.035000000,     0.035000000,     0.000000000
      10,     0.035000000,     0.030625000,     0.000000000
      11,     0.035000000,     0.026250000,     0.000000000
      12,     0.035000000,     0.021875000,     0.000000000
      13,     0.035000000,     0.017500000,     0.000000000
      14,     0.035000000,     0.013125000,     0.000000000
      15,     0.035000000,     0.008750000,     0.000000000
      16,     0.035000000,     0.004375000,     0.000000000
      17,     0.035000000,     0.000000000,     0.000000000
      18,     0.035000000,    -0.004375000,     0.000000000
      19,     0.035000000,    -0.008750000,     0.000000000
      20,     0.035000000,    -0.013125000,     0.000000000
      21,     0.035000000,    -0.017500000,     0.000000000
      22,     0.035000000,    -0.021875000,     0.000000000
      23,     0.035000000,    -0.026250000,     0.000000000
      24,     0.035000000,    -0.030625000,     0.000000000
      25,     0.035000000,    -0.035000000,     0.000000000
      26,     0.030625000,    -0.035000000,     0.000000000
      27,     0.026250000,    -0.035000000,     0.000000000
      28,     0.021875000,    -0.035000000,     0.000000000
      29,     0.017500000,    -0.035000000,     0.000000000
      30,     0.013125000,    -0.035000000,     0.000000000
      31,     0.008750000,    -0.035000000,     0.000000000
      32,     0.004375000,    -0.035000000,     0.000000000
      33,     0.000000000,    -0.035000000,     0.000000000
      34,    -0.004375000,    -0.035000000,     0.000000000
      35,    -0.008750000,    -0.035000000,     0.000000000
      36,    -0.013125000,    -0.035000000,     0.000000000
      37,    -0.017500000,    -0.035000000,     0.000000000
      38,    -0.021875000,    -0.035000000,     0.000000000
      39,    -0.026250000,    -0.035000000,     0.000000000
      40,    -0.030625000,    -0.035000000,     0.000000000
      41,    -0.035000000,    -0.035000000,     0.000000000
      42,    -0.035000000,    -0.030625000,     0.000000000
      43,    -0.035000000,    -0.026250000,     0.000000000
      44,    -0.035000000,    -0.021875000,     0.000000000
      45,    -0.035000000,    -0.017500000,     0.000000000
      46,    -0.035000000,    -0.013125000,     0.000000000
      47,    -0.035000000,    -0.008750000,     0.000000000
      48,    -0.035000000,    -0.004375000,     0.000000000
      49,    -0.035000000,    -0.000000000,     0.000000000
      50,    -0.035000000,     0.004375000,     0.000000000
      51,    -0.035000000,     0.008750000,     0.000000000
      52,    -0.035000000,     0.013125000,     0.000000000
      53,    -0.035000000,     0.017500000,     0.000000000
      54,    -0.035000000,     0.021875000,     0.000000000
      55,    -0.035000000,     0.026250000,     0.000000000
      56,    -0.035000000,     0.030625000,     0.000000000
      57,    -0.035000000,     0.035000000,     0.000000000
      58,    -0.030625000,     0.035000000,     0.000000000
      59,    -0.026250000,     0.035000000,     0.000000000
      60,    -0.021875000,     0.035000000,     0.000000000
      61,    -0.017500000,     0.035000000,     0.000000000
      62,    -0.013125000,     0.035000000,     0.000000000
      63,    -0.008750000,     0.035000000,     0.000000000
      64,    -0.004375000,     0.035000000,     0.000000000
      65,     0.000000000,     0.035379030,     0.004484886
      66,     0.004375000,     0.035379030,     0.004484886
      67,     0.008750000,     0.035379028,     0.004484886
      68,     0.013124999,     0.035379017,     0.004484887
      69,     0.017499999,     0.035378918,     0.004484896
      70,     0.021874999,     0.035377999,     0.004484979
      71,     0.026249992,     0.035370526,     0.004485645
      72,     0.030624681,     0.035318512,     0.004489892
      73,     0.034987092,     0.034987087,     0.004502082
      74,     0.035318585,     0.030624681,     0.004489883
      75,     0.035370541,     0.026249992,     0.004485642
      76,     0.035378001,     0.021874999,     0.004484978
      77,     0.035378918,     0.017499999,     0.004484896
      78,     0.035379017,     0.013124999,     0.004484887
      79,     0.035379028,     0.008750000,     0.004484886
      80,     0.035379030,     0.004375000,     0.004484886
      81,     0.035379030,     0.000000000,     0.004484886
      82,     0.035379030,    -0.004375000,     0.004484886
      83,     0.035379028,    -0.008750000,     0.004484886
      84,     0.035379017,    -0.013124999,     0.004484887
      85,     0.035378918,    -0.017499999,     0.004484896
      86,     0.035378001,    -0.021874999,     0.004484978
      87,     0.035370541,    -0.026249992,     0.004485642
      88,     0.035318585,    -0.030624681,     0.004489883
      89,     0.034987092,    -0.034987087,     0.004502082
      90,     0.030624681,    -0.035318512,     0.004489892
      91,     0.026249992,    -0.035370526,     0.004485645
      92,     0.021874999,    -0.035377999,     0.004484979
      93,     0.017499999,    -0.035378918,     0.004484896
      94,     0.013124999,    -0.035379017,     0.004484887
      95,     0.008750000,    -0.035379028,     0.004484886
      96,     0.004375000,    -0.035379030,     0.004484886
      97,     0.000000000,    -0.035379030,     0.004484886
      98,    -0.004375000,    -0.035379030,     0.004484886
      99,    -0.008750000,    -0.035379028,     0.004484886
     100,    -0.013124999,    -0.035379017,     0.004484887
     101,    -0.017499999,    -0.035378918,     0.004484896
     102,    -0.021874999,    -0.035377999,     0.004484979
     103,    -0.026249992,    -0.035370526,     0.004485645
     104,    -0.030624681,    -0.035318512,     0.004489892
     105,    -0.034987092,    -0.034987087,     0.004502082
     106,    -0.035318585,    -0.030624681,     0.004489883
     107,    -0.035370541,    -0.026249992,     0.004485642
     108,    -0.035378001,    -0.021874999,     0.004484978
     109,    -0.035378918,    -0.017499999,     0.004484896
     110,    -0.035379017,    -0.013124999,     0.004484887
     111,    -0.035379028,    -0.008750000,     0.004484886
     112,    -0.035379030,    -0.004375000,     0.004484886
     113,    -0.035379030,    -0.000000000,     0.004484886
     114,    -0.035379030,     0.004375000,     0.004484886
     115,    -0.035379028,     0.008750000,     0.004484886
     116,    -0.035379017,     0.013124999,     0.004484887
     117,    -0.035378918,     0.017499999,     0.004484896
     118,    -0.035378001,     0.021874999,     0.004484978
     119,    -0.035370541,     0.026249992,     0.004485642
     120,    -0.035318585,     0.030624681,     0.004489883
     121,    -0.034987092,     0.034987087,     0.004502082
     122,    -0.030624681,     0.035318512,     0.004489892
     123,    -0.026249992,     0.035370526,     0.004485645
     124,    -0.021874999,     0.035377999,     0.004484979
     125,    -0.017499999,     0.035378918,     0.004484896
     126,    -0.013124999,     0.035379017,     0.004484887
