       8       9      65
    0.7000000000E-01    0.7000000000E-01    0.2800000000        0.4375000000E-02    0.1980899977         1.000000000    
    0.1000000000E+21    0.4375000000E-02     1.000000000        0.1980899977         1.030000000         9.800000000    
     0.000000000        0.3500000000E-01     0.000000000         0.000000000         0.000000000         0.000000000    
    0.4375000000E-02    0.3500000000E-01     0.000000000         0.000000000         0.000000000         0.000000000    
    0.8750000000E-02    0.3500000000E-01     0.000000000         0.000000000         0.000000000         0.000000000    
    0.1312500000E-01    0.3500000000E-01     0.000000000         0.000000000         0.000000000         0.000000000    
    0.1750000000E-01    0.3500000000E-01     0.000000000         0.000000000         0.000000000         0.000000000    
    0.2187500000E-01    0.3500000000E-01     0.000000000         0.000000000         0.000000000         0.000000000    
    0.2625000000E-01    0.3500000000E-01     0.000000000         0.000000000         0.000000000         0.000000000    
    0.3062500000E-01    0.3500000000E-01     0.000000000         0.000000000         0.000000000         0.000000000    
    0.3500000000E-01    0.3500000000E-01     0.000000000         0.000000000         0.000000000         0.000000000    
    0.3500000000E-01    0.3062500000E-01     0.000000000         0.000000000         0.000000000         0.000000000    
    0.3500000000E-01    0.2625000000E-01     0.000000000         0.000000000         0.000000000         0.000000000    
    0.3500000000E-01    0.2187500000E-01     0.000000000         0.000000000         0.000000000         0.000000000    
    0.3500000000E-01    0.1750000000E-01     0.000000000         0.000000000         0.000000000         0.000000000    
    0.3500000000E-01    0.1312500000E-01     0.000000000         0.000000000         0.000000000         0.000000000    
    0.3500000000E-01    0.8750000000E-02     0.000000000         0.000000000         0.000000000         0.000000000    
    0.3500000000E-01    0.4375000000E-02     0.000000000         0.000000000         0.000000000         0.000000000    
    0.3500000000E-01     0.000000000         0.000000000         0.000000000         0.000000000         0.000000000    
     0.000000000        0.3537903053E-01    0.4484885468E-02     0.000000000       -0.1164300556E+15    0.5082787281E+14
    0.4374999771E-02    0.3537903011E-01    0.4484885481E-02     77552833.92       -0.1164297154E+15    0.5082783845E+14
    0.8749999543E-02    0.3537902828E-01    0.4484885573E-02     160087585.8       -0.1164284727E+15    0.5082770153E+14
    0.1312499931E-01    0.3537901753E-01    0.4484886438E-02     236205888.9       -0.1164236072E+15    0.5082703975E+14
    0.1749999908E-01    0.3537891814E-01    0.4484895376E-02     318093970.6       -0.1163880898E+15    0.5082152918E+14
    0.2187499876E-01    0.3537799979E-01    0.4484978603E-02     455535328.8       -0.1160908204E+15    0.5077300727E+14
    0.2624999210E-01    0.3537052657E-01    0.4485644360E-02     4447540159.       -0.1138386876E+15    0.5039558743E+14
    0.3062468060E-01    0.3531851229E-01    0.4489892186E-02    0.1778017239E+12   -0.9945597212E+14    0.4805324480E+14
    0.3498709185E-01    0.3498708736E-01    0.4502082188E-02    0.8392148049E+13    0.8398403707E+13    0.4080204600E+14
    0.3531858508E-01    0.3062468132E-01    0.4489882506E-02   -0.9953440993E+14    0.1768280455E+12    0.4806238970E+14
    0.3537054103E-01    0.2624999212E-01    0.4485642076E-02   -0.1138549582E+15     4417305636.        0.5039777103E+14
    0.3537800196E-01    0.2187499876E-01    0.4484978250E-02   -0.1160933050E+15     453006153.7        0.5077334754E+14
    0.3537891841E-01    0.1749999908E-01    0.4484895334E-02   -0.1163883989E+15     322372360.4        0.5082157119E+14
    0.3537901757E-01    0.1312499931E-01    0.4484886433E-02   -0.1164236497E+15     232478692.8        0.5082704512E+14
    0.3537902829E-01    0.8749999543E-02    0.4484885573E-02   -0.1164284826E+15     162222569.2        0.5082770259E+14
    0.3537903011E-01    0.4374999771E-02    0.4484885481E-02   -0.1164297185E+15     77021179.42        0.5082783885E+14
    0.3537903053E-01     0.000000000        0.4484885468E-02   -0.1164300567E+15     0.000000000        0.5082787296E+14
     0.000000000        0.3571535347E-01    0.8973590958E-02     0.000000000       -0.1972522764E+15    0.9777375463E+14
    0.4374999779E-02    0.3571535274E-01    0.8973590971E-02     54291741.77       -0.1972517479E+15    0.9777370606E+14
    0.8749999559E-02    0.3571534945E-01    0.8973591110E-02     108936078.9       -0.1972497364E+15    0.9777350164E+14
    0.1312499934E-01    0.3571532917E-01    0.8973592644E-02     160073930.2       -0.1972410439E+15    0.9777241256E+14
    0.1749999911E-01    0.3571513856E-01    0.8973608956E-02     222004781.7       -0.1971744074E+15    0.9776302166E+14
